"","c1","c2","c3","alpha","beta","gamma","s_m,r","s_r1","s_r2","lambda"
"786",0.3856,0.963869,0.791092,0.192862,0.981118,1.59071,0.492992,0.622499,0.308028,0.109034
"787",0.380457,0.906974,0.93006,0.174725,0.991833,1.6457,0.385073,0.63008,0.260809,0.126561
"788",0.400251,1.06838,0.774825,0.231657,0.989786,1.73666,0.49448,0.65384,0.378443,0.112623
"789",0.410271,1.0245,0.721928,0.211137,0.983609,1.83506,0.503341,0.644412,0.395661,0.110314
"790",0.474169,1.20645,0.686154,0.272559,0.997696,1.80491,0.56544,0.592809,0.540778,0.12416
"791",0.545867,1.25393,0.811037,0.233335,0.94917,1.85636,0.769523,0.62591,0.381988,0.0972995
"792",0.649597,1.17648,0.368072,0.10354,0.741293,1.34966,0.370983,0.60777,0.429,0.135652
"793",0.666652,1.16201,0.367214,0.117689,0.803225,1.39996,0.496624,0.60062,0.321339,0.168922
"794",0.74896,1.24388,0.265865,0.121993,0.839542,1.31749,0.484266,0.633458,0.365576,0.123264
"795",0.709648,1.11118,0.676386,0.130693,0.796909,1.55383,0.425708,0.60176,0.359203,0.124799
"796",0.560472,1.1177,0.797604,0.170748,0.812083,1.66269,0.579876,0.622904,0.429014,0.123392
"797",0.626392,1.20287,0.752702,0.169448,0.840616,1.53349,0.542063,0.612247,0.446811,0.135779
"798",0.509567,0.89511,0.737828,0.148479,0.74281,1.57638,0.476301,0.638735,0.331104,0.10275
"799",0.506146,0.978423,0.660416,0.170166,0.794377,1.55551,0.500668,0.638408,0.27591,0.156453
"800",0.5397,1.08855,0.492896,0.130366,0.737597,1.57746,0.423818,0.649233,0.270246,0.125515
"801",0.409902,1.02236,0.925148,0.126839,0.887618,1.39025,0.488006,0.650798,0.269943,0.148472
"802",0.384152,1.07179,1.2439,0.13046,0.734499,1.6661,0.468201,0.618476,0.359627,0.104396
"803",0.426747,1.06096,0.991479,0.158832,0.85555,1.47468,0.395749,0.622175,0.33427,0.125803
"804",0.417441,1.06039,0.955489,0.165538,0.85593,1.47208,0.375469,0.618019,0.351563,0.126931
"805",0.63815,1.25316,0.897274,0.19451,0.837661,1.66223,0.463153,0.621947,0.398654,0.109109
"806",0.684912,1.23861,0.771397,0.175733,0.803856,1.61155,0.555125,0.608936,0.422037,0.126468
"807",0.644452,1.19888,0.73097,0.158223,0.816016,1.53387,0.585223,0.604674,0.400999,0.124558
"808",0.791555,1.37873,0.639465,0.158222,0.797363,1.50713,0.501407,0.602943,0.358462,0.108656
"809",0.528301,1.16603,0.812504,0.126467,0.741031,1.3785,0.399827,0.611222,0.410976,0.0965515
"810",0.384165,1.09274,0.882776,0.224048,0.802825,1.79383,0.432284,0.627341,0.377381,0.106945
"811",0.571507,1.14786,1.18328,0.169811,0.798182,1.50717,0.385608,0.617661,0.350976,0.147029
"812",0.513389,1.25138,0.783908,0.127594,0.728436,1.53488,0.608543,0.626389,0.282309,0.106741
"813",0.579128,1.30015,0.759907,0.177862,0.881512,1.62665,0.529709,0.617654,0.283752,0.0986466
"814",0.417615,1.12774,0.823002,0.171202,0.741912,1.48802,0.541815,0.630571,0.419691,0.137548
"815",0.441289,1.12173,0.795927,0.171018,0.937592,1.55928,0.484714,0.598924,0.387166,0.0971982
"816",0.38024,0.994734,0.878803,0.147863,0.927728,1.50671,0.546717,0.603223,0.426634,0.109555
"817",0.492864,1.18365,0.919688,0.117536,0.640326,1.54879,0.457663,0.655462,0.31304,0.131839
"818",0.642971,1.38433,0.775071,0.136312,0.798136,1.54138,0.598348,0.610152,0.425614,0.0989245
"819",0.359781,1.13815,1.28986,0.154898,0.785597,1.55942,0.443944,0.622671,0.430641,0.110426
"820",0.347813,1.1085,1.21838,0.172239,0.684337,1.61212,0.515436,0.643975,0.34253,0.119699
"821",0.282898,0.971409,1.23611,0.150553,0.786238,1.56188,0.539227,0.63767,0.340524,0.12174
"822",0.248504,0.906169,1.6118,0.176815,0.841368,1.53911,0.472748,0.614846,0.395217,0.115452
"823",0.236625,0.905926,1.51943,0.186629,0.942357,1.59669,0.685116,0.637677,0.355751,0.0985858
"824",-0.00960902,0.754555,1.63279,0.109611,0.649939,1.59532,0.390598,0.604027,0.405956,0.136863
"825",0.463986,1.11202,0.862657,0.204413,0.923724,1.83958,0.627281,0.625354,0.400395,0.0896194
"826",0.336063,1.02183,0.90542,0.134983,0.75418,1.46325,0.569829,0.655828,0.311376,0.156393
"827",0.374093,0.986083,0.876196,0.107984,0.697466,1.46717,0.318094,0.6238,0.341768,0.115932
"828",0.224136,0.889527,1.06923,0.114372,0.615169,1.52083,0.414579,0.63475,0.313787,0.126253
"829",0.25612,0.924305,1.1894,0.168704,0.832257,1.50587,0.425368,0.627488,0.306885,0.112097
"830",0.214982,0.973232,1.26777,0.132867,0.750368,1.44659,0.459794,0.628927,0.463352,0.106123
"831",0.25821,1.01642,1.19723,0.190121,0.86724,1.73361,0.423692,0.611649,0.330883,0.0907425
"832",0.379352,1.05538,1.18718,0.168363,0.689603,1.3785,0.575027,0.60679,0.559133,0.128294
"833",0.272817,1.03143,1.58737,0.211148,0.882446,2.03996,0.45997,0.589414,0.434592,0.102349
"834",0.106171,0.814991,1.79409,0.209689,0.929329,1.43546,0.502123,0.650844,0.455337,0.141659
"835",0.367855,1.07222,1.05081,0.0919482,0.478961,1.69226,0.437453,0.610058,0.428631,0.0988413
"836",0.361269,1.22058,1.10712,0.200504,0.896373,1.66613,0.493519,0.626993,0.401185,0.124924
"837",0.352419,1.29923,1.15671,0.179004,0.768455,1.80229,0.5315,0.622506,0.376721,0.0974245
"838",0.30392,1.24655,1.22957,0.19106,0.942344,1.52202,0.457753,0.621933,0.429667,0.139226
"839",0.264547,1.20096,1.40015,0.130696,0.919023,1.49347,0.470025,0.617148,0.317602,0.138201
"840",0.339716,1.2484,0.963687,0.182967,0.853432,1.63625,0.497338,0.66338,0.225806,0.119963
"841",0.446993,1.02369,0.964893,0.123115,0.760653,1.44735,0.45109,0.606557,0.309428,0.137268
"842",0.479717,1.10384,0.965422,0.186282,0.773299,1.58699,0.589758,0.626448,0.437156,0.0910115
"843",0.466169,1.05484,0.838091,0.128426,0.718991,1.62015,0.42911,0.63818,0.264393,0.147392
"844",0.444985,1.01868,0.742927,0.143508,0.752951,1.65829,0.46556,0.645792,0.285333,0.148727
"845",0.49902,1.13326,0.878384,0.104022,0.592457,1.47992,0.49499,0.601119,0.473274,0.0917604
"846",0.496328,1.34259,0.751099,0.209854,0.90819,1.62339,0.574922,0.644033,0.39754,0.125367
"847",0.532599,1.30006,0.61641,0.210258,0.907836,1.50347,0.559464,0.649071,0.328014,0.126358
"848",0.549491,1.23019,0.790023,0.11817,0.722272,1.61076,0.643054,0.618385,0.381214,0.116747
"849",0.536743,1.27466,0.682368,0.168232,0.845744,1.55873,0.380002,0.620923,0.338621,0.0853699
"850",0.49083,1.17526,0.750152,0.15192,0.952113,1.43189,0.461913,0.630571,0.39359,0.0920557
"851",0.535101,1.28445,0.73278,0.181741,0.925412,1.40943,0.52114,0.632966,0.30201,0.0912631
"852",0.373529,1.13363,0.84149,0.133416,0.722433,1.45071,0.608102,0.62997,0.365346,0.122007
"853",0.428332,1.14321,1.17965,0.152495,0.799525,1.56192,0.414406,0.621658,0.268243,0.113676
"854",0.500633,1.32293,0.855381,0.207699,0.830911,1.58434,0.501902,0.604433,0.483061,0.0840787
"855",0.0271614,0.39183,0.935661,0.168991,0.74446,1.53997,0.595059,0.632309,0.316851,0.137271
"856",0.119479,0.366001,0.593102,0.109878,0.713102,1.62931,0.620732,0.641957,0.29742,0.135202
"857",0.170267,0.751604,0.848227,0.185014,0.834153,1.53075,0.707702,0.586327,0.507994,0.100749
"858",0.285979,0.844523,0.701956,0.206287,0.875383,1.51534,0.58053,0.60119,0.390628,0.135089
"859",0.215296,0.700569,1.2296,0.105083,0.70686,1.51522,0.552949,0.627343,0.322308,0.102467
"860",0.238609,0.846416,1.11406,0.154758,0.78,1.4792,0.613886,0.613534,0.347543,0.131846
"861",0.129183,0.883727,1.34756,0.187282,0.769829,1.48792,0.406334,0.636845,0.318745,0.0992974
"862",0.177536,0.928676,1.22481,0.143786,0.86186,1.42355,0.481881,0.643741,0.343543,0.0805021
"863",0.205123,0.960943,1.05945,0.157674,0.842673,1.72082,0.474298,0.605163,0.423642,0.140509
"864",0.217959,0.92253,1.26119,0.169609,0.842105,1.74449,0.481603,0.660328,0.370613,0.113589
"865",0.535273,1.15336,1.01298,0.119852,0.74594,1.32894,0.518435,0.582952,0.524042,0.11926
"866",0.632757,1.27632,1.00393,0.137406,0.717812,1.7885,0.531725,0.646837,0.39184,0.10511
"867",0.476356,1.42087,1.06957,0.180431,0.885643,1.61214,0.496793,0.612313,0.373567,0.117025
"868",0.584944,1.52721,0.866734,0.183844,0.810468,1.53802,0.526564,0.615294,0.421353,0.0929139
"869",0.549978,1.45535,0.941383,0.186156,0.879091,1.61289,0.612416,0.600765,0.427336,0.104822
"870",0.495972,1.39899,1.19179,0.202969,0.852289,1.79025,0.513771,0.638507,0.360381,0.138674
"871",0.54962,1.40312,1.10055,0.138599,0.805043,1.31113,0.551474,0.611378,0.413437,0.122202
"872",0.564052,1.31029,0.790347,0.143052,0.807329,1.56825,0.559092,0.605042,0.388768,0.105544
"873",0.571028,1.26039,0.924359,0.168064,0.802176,1.57215,0.457581,0.618388,0.411228,0.104405
"874",0.62903,1.21852,0.947814,0.12102,0.676539,1.44156,0.512975,0.637934,0.345532,0.139907
"875",0.554847,1.30799,1.098,0.119721,0.819398,1.35633,0.422623,0.609166,0.33944,0.108982
"876",0.534808,1.31665,0.840808,0.116469,0.542334,1.584,0.395373,0.610496,0.359373,0.104658
"877",0.364146,1.14763,0.887702,0.12008,0.85316,1.34068,0.542481,0.635062,0.314426,0.118465
"878",0.251369,1.06947,0.811185,0.0971257,0.639384,1.37113,0.54357,0.647058,0.286554,0.110857
"879",0.202724,1.00078,0.848881,0.15942,0.851218,1.58358,0.678748,0.620512,0.370033,0.127812
"880",0.267551,0.91346,0.906941,0.10023,0.622097,1.42528,0.384023,0.619824,0.375744,0.119983
"881",0.275365,0.794383,1.06212,0.118336,0.718927,1.52665,0.406092,0.62315,0.393943,0.138506
"882",0.313332,1.07675,0.966481,0.192342,0.851557,1.57241,0.667238,0.62162,0.370787,0.105408
"883",0.165211,0.962487,1.33971,0.0900627,0.598945,1.44059,0.721104,0.607776,0.423105,0.106759
"884",0.406492,1.12047,1.15842,0.133662,0.877102,1.46616,0.380814,0.651981,0.315018,0.141816
"885",0.364601,0.935038,1.09203,0.164199,0.805779,1.68458,0.564303,0.646155,0.328924,0.132301
"886",0.468178,0.983434,0.653203,0.144838,0.864241,1.3854,0.421982,0.602532,0.409302,0.0998997
"887",0.553535,1.1265,0.455541,0.130429,0.708146,1.46847,0.430419,0.617658,0.332567,0.110999
"888",0.338943,0.882173,0.763076,0.187556,0.912156,1.4911,0.745661,0.617769,0.35166,0.128458
"889",0.444248,0.979619,0.723279,0.12014,0.588547,1.52339,0.607414,0.620263,0.441666,0.124248
"890",0.627902,1.0232,0.702678,0.168835,0.96127,1.69635,0.38282,0.616185,0.340154,0.113521
"891",0.687623,1.20421,0.588126,0.226652,0.970369,1.66296,0.454786,0.605062,0.426656,0.0929092
"892",0.607525,1.15957,0.910512,0.115197,0.725749,1.64844,0.628455,0.618495,0.378555,0.129677
"893",0.644444,1.3263,0.581063,0.113416,0.775458,1.43649,0.632984,0.600955,0.38748,0.109492
"894",0.786028,1.5233,0.739516,0.184924,0.83023,1.67358,0.42538,0.627995,0.347209,0.127779
"895",0.504164,1.09208,0.839878,0.171796,0.79296,1.47738,0.633525,0.608985,0.391238,0.111414
"896",0.65255,1.20739,0.742933,0.14284,0.848867,1.56769,0.488684,0.611588,0.315348,0.112763
"897",0.554459,1.0311,0.880465,0.197111,0.772061,1.66264,0.456664,0.623176,0.491425,0.127039
"898",0.675816,1.19151,0.760906,0.214583,0.955682,1.74939,0.622154,0.618606,0.402379,0.123257
"899",0.709525,1.24819,0.811768,0.150952,0.825301,1.4522,0.51079,0.652064,0.305462,0.135112
"900",0.78908,1.54591,0.905316,0.136585,0.763781,1.59505,0.493527,0.646876,0.248223,0.124361
"901",0.539368,1.23084,0.946385,0.173803,0.886428,1.44437,0.522413,0.629912,0.379094,0.109277
"902",0.197907,0.573757,1.4808,0.200687,0.858308,1.82562,0.502058,0.61948,0.520997,0.121295
"903",0.286297,0.736434,1.41203,0.194963,0.797316,1.73055,0.475602,0.617503,0.379283,0.133702
"904",0.417878,0.874611,1.1265,0.182779,0.899049,1.48243,0.567123,0.641235,0.366884,0.118547
"905",0.464924,1.03247,0.762984,0.182697,0.925649,1.65531,0.501717,0.639098,0.316769,0.141938
"906",0.225505,0.938193,1.0414,0.183116,0.971458,1.24641,0.41594,0.645219,0.280525,0.124577
"907",0.552663,1.09206,0.72464,0.173922,0.734821,1.84125,0.552087,0.604374,0.587293,0.110315
"908",0.662364,1.30392,0.394839,0.145311,0.905784,1.46158,0.456273,0.64013,0.27888,0.146617
"909",0.441883,1.15261,0.953144,0.133954,0.794908,1.55018,0.496883,0.649726,0.260322,0.117495
"910",0.64049,1.26438,0.709056,0.128095,0.732796,1.48784,0.457131,0.634063,0.422742,0.127079
"911",0.48325,1.18578,0.924663,0.24613,0.916468,1.63504,0.424147,0.639017,0.31496,0.146813
"912",0.550086,1.21671,0.879165,0.246484,0.910067,1.64558,0.393892,0.648807,0.359502,0.15366
"913",0.513524,1.19237,0.985888,0.180692,0.936995,1.58158,0.470323,0.603085,0.394346,0.118093
"914",0.472548,1.09552,0.938566,0.104782,0.586366,1.58606,0.638466,0.630532,0.419403,0.117712
"915",0.632133,1.21727,0.71417,0.142344,0.715764,1.70594,0.499394,0.627141,0.320962,0.130799
"916",0.415088,1.01493,0.988125,0.167299,0.720969,1.48278,0.45893,0.628519,0.375556,0.116007
"917",0.630019,1.12516,0.803541,0.127662,0.725977,1.5542,0.503542,0.624331,0.376678,0.1156
"918",0.790602,1.27678,0.78811,0.124726,0.745611,1.67276,0.485178,0.622344,0.418676,0.134831
"919",0.835597,1.28872,0.726324,0.199847,0.879367,1.64329,0.554491,0.592562,0.457719,0.121558
"920",0.687503,1.31669,0.74956,0.183047,0.816385,1.61021,0.499311,0.60899,0.421215,0.119658
"921",0.554052,1.05227,0.976229,0.208461,0.878679,1.70695,0.479194,0.625807,0.388956,0.130633
"922",0.645695,1.131,0.981652,0.126796,0.697351,1.52399,0.462899,0.618578,0.373389,0.119024
"923",0.399863,0.949369,1.12158,0.208111,0.923807,1.58704,0.587704,0.633741,0.336399,0.136089
"924",0.429115,1.06325,0.774249,0.0950432,0.602553,1.52792,0.432846,0.603194,0.405151,0.10965
"925",0.389238,0.944908,0.680798,0.114154,0.679377,1.49641,0.366412,0.629882,0.369111,0.122399
"926",0.347516,1.12418,0.782599,0.177952,0.875615,1.56823,0.727822,0.634885,0.409742,0.109608
"927",0.332847,1.31539,0.410171,0.188185,0.943221,1.67661,0.506491,0.605142,0.478604,0.115326
"928",0.441036,1.19851,0.419933,0.136612,0.685712,1.64967,0.769797,0.616719,0.401444,0.100224
"929",0.366622,1.3302,0.459377,0.109016,0.741521,1.36661,0.657787,0.633423,0.305218,0.136664
"930",0.446959,1.36071,0.52648,0.129294,0.84824,1.39173,0.542533,0.615263,0.313355,0.110468
"931",0.470521,1.31119,0.488904,0.157406,0.785355,1.50487,0.630089,0.609419,0.421092,0.112364
"932",0.436104,1.27433,0.574743,0.122275,0.770778,1.46886,0.503952,0.617295,0.369146,0.111347
"933",0.145222,0.941514,1.06862,0.186568,0.806668,1.60364,0.504876,0.62861,0.432295,0.132346
"934",0.36375,1.20284,0.934606,0.151543,0.902267,1.6385,0.471555,0.643835,0.292765,0.138165
"935",0.459173,1.39345,0.641939,0.184572,0.921076,1.46411,0.677245,0.599138,0.494776,0.103236
"936",0.574455,1.4677,0.82483,0.207071,0.723421,1.8838,0.46011,0.61177,0.458294,0.0971704
"937",0.575643,1.40802,0.687953,0.192888,0.847718,1.54816,0.472579,0.597883,0.435345,0.103357
"938",0.693147,1.53166,0.509834,0.170419,0.873571,1.52478,0.633095,0.604943,0.472135,0.114717
"939",0.712386,1.37772,0.471099,0.129828,0.738975,1.59413,0.437057,0.613604,0.38804,0.1294
"940",0.545323,1.2287,0.929885,0.113711,0.675173,1.51169,0.475793,0.617595,0.354143,0.112736
"941",0.55728,1.1377,0.899019,0.161105,0.675508,1.81687,0.484624,0.632348,0.431277,0.110435
"942",0.456146,1.09498,0.797262,0.142734,0.570482,1.83865,0.65415,0.635083,0.348111,0.0912909
"943",0.438041,1.08988,0.848564,0.188502,0.918474,1.5313,0.414931,0.616506,0.433898,0.141089
"944",0.0641541,0.821915,1.50178,0.197051,0.800113,1.80697,0.547324,0.631753,0.404089,0.110972
"945",0.297972,1.00313,1.00953,0.17476,0.951044,1.31396,0.452958,0.616647,0.368705,0.12725
"946",0.512009,1.37038,0.701294,0.163748,0.677323,1.77097,0.595257,0.601569,0.439584,0.112132
"947",0.486091,1.14976,0.415074,0.100728,0.698805,1.49154,0.364484,0.640549,0.290618,0.132347
"948",0.490362,1.19641,1.13086,0.19434,0.900563,1.61789,0.674036,0.61576,0.407808,0.126266
"949",0.276364,1.13396,1.58976,0.117592,0.698672,1.44325,0.422068,0.623579,0.262454,0.121081
"950",0.468125,1.14239,0.696205,0.172264,0.766338,1.5833,0.681929,0.620535,0.460447,0.126449
"951",0.545607,0.985825,0.555663,0.142174,0.750637,1.51439,0.415838,0.610128,0.32066,0.110658
"952",0.500973,1.15357,0.913244,0.128946,0.686146,1.52242,0.53906,0.637746,0.319166,0.135453
"953",0.433312,1.14715,1.19649,0.115717,0.846566,1.49431,0.428816,0.603178,0.366871,0.128153
"954",0.485563,1.14957,1.09187,0.175894,0.822587,1.52108,0.459214,0.628078,0.45018,0.126693
"955",0.473298,1.11156,1.03407,0.138336,0.630795,1.69242,0.373089,0.599443,0.41635,0.13426
"956",0.501482,1.11141,1.00541,0.128473,0.71713,1.64993,0.470152,0.597465,0.436182,0.113629
"957",0.641947,1.25311,0.734261,0.144015,0.692561,1.64524,0.529196,0.641681,0.342157,0.113367
"958",0.716049,1.24463,0.731971,0.16451,0.796561,1.66192,0.488414,0.640679,0.280165,0.122946
"959",0.609221,1.19561,0.879786,0.175639,0.856226,1.60695,0.512298,0.593125,0.437224,0.0834796
"960",0.567871,1.20408,0.896506,0.133548,0.766144,1.49357,0.459213,0.634586,0.375287,0.0828922
"961",0.469936,1.21796,1.069,0.1965,0.698579,1.88559,0.400993,0.633765,0.42853,0.0972756
"962",0.462687,1.06955,1.01947,0.148067,0.977491,1.35147,0.492981,0.611959,0.351329,0.129883
"963",0.590713,1.21148,0.822387,0.150917,0.952036,1.42624,0.444515,0.619608,0.387027,0.130743
"964",0.72127,1.32293,0.636193,0.126231,0.539325,1.68053,0.528915,0.629629,0.326398,0.1109
"965",0.691149,1.31682,0.603798,0.0878727,0.427872,1.832,0.373053,0.626818,0.328252,0.130024
"966",0.652515,1.29806,0.577325,0.120726,0.524894,1.68603,0.537973,0.620235,0.346204,0.113155
"967",0.716793,1.3103,0.531299,0.106283,0.684198,1.61799,0.51875,0.622432,0.32286,0.124412
"968",0.700991,1.25721,0.0314598,0.15888,0.890107,1.49043,0.561111,0.630474,0.355348,0.12793
"969",0.755663,1.40087,0.221989,0.17487,0.771659,1.73746,0.418642,0.641962,0.392397,0.110311
"970",0.799834,1.41878,0.449236,0.150089,0.900453,1.4785,0.627532,0.595073,0.415859,0.141421
"971",0.685194,1.54474,0.490716,0.171603,0.71206,1.80611,0.44127,0.61481,0.364896,0.0884915
"972",0.694757,1.49418,0.424093,0.162501,0.674889,1.76734,0.443346,0.612459,0.36304,0.0908555
"973",0.494411,1.16859,0.871987,0.174762,0.863273,1.54241,0.634939,0.614973,0.373285,0.112291
"974",0.415387,1.21619,1.176,0.122575,0.766291,1.42916,0.617362,0.591274,0.496795,0.117947
"975",0.527265,1.23426,1.15687,0.134174,0.732213,1.63571,0.453505,0.560968,0.542454,0.0935459
"976",0.468049,1.22621,1.2137,0.180146,0.814244,1.74249,0.429378,0.638689,0.369934,0.122653
"977",0.45431,1.19435,1.22029,0.182026,0.799838,1.79727,0.463925,0.630447,0.390373,0.121808
"978",0.70654,1.31682,0.813309,0.105465,0.829633,1.30551,0.545508,0.625695,0.250891,0.117357
"979",0.708932,1.23366,1.06134,0.124977,0.629599,1.68355,0.492027,0.678383,0.216236,0.127419
"980",0.67465,1.22741,1.05421,0.164321,0.746456,1.75433,0.468501,0.672383,0.245961,0.114623
"981",0.6475,1.15062,1.01266,0.140103,0.934159,1.35482,0.552593,0.650049,0.171541,0.09951
"982",0.601908,1.12927,1.11158,0.152011,0.953192,1.55976,0.657251,0.649701,0.180272,0.110519
"983",0.389282,1.23055,1.31152,0.105238,0.554231,1.51389,0.380991,0.668065,0.311032,0.130684
"984",0.626644,1.11276,0.974616,0.18811,0.972518,1.59027,0.595124,0.64513,0.449517,0.107915
"985",0.787008,1.33722,0.982566,0.0861723,0.819775,1.46485,0.432504,0.639006,0.19212,0.127481
"986",0.736321,1.44236,0.828366,0.106617,0.638204,1.38474,0.480917,0.642204,0.203746,0.128949
"987",0.549283,1.1039,0.682739,0.182188,0.879099,1.6366,0.538473,0.622232,0.442033,0.126702
"988",0.258763,1.01221,1.17425,0.193018,0.800312,1.5741,0.486954,0.620244,0.36036,0.107759
"989",0.300685,1.04409,1.20368,0.158791,0.865271,1.59155,0.627594,0.639394,0.33087,0.10883
"990",0.376675,1.20939,1.15982,0.190826,0.944905,1.51806,0.444271,0.615123,0.339341,0.105136
"991",0.257552,0.851803,1.32671,0.150585,0.932972,1.47273,0.411859,0.652007,0.245817,0.148722
"992",0.446651,1.17206,0.960172,0.152984,0.857319,1.39997,0.539439,0.629769,0.277587,0.0967115
"993",0.453084,1.12403,0.779091,0.171247,0.725999,1.84442,0.505514,0.619074,0.48813,0.148442
"994",0.442378,1.18334,0.931351,0.158071,0.837471,1.31487,0.451552,0.617984,0.337735,0.100266
"995",0.239635,0.79611,1.55877,0.109255,0.707676,1.52683,0.581623,0.646033,0.21691,0.137192
"996",0.512457,1.2615,1.14534,0.190449,0.840485,1.45876,0.461313,0.618956,0.451204,0.110505
"997",0.388423,1.00262,1.22659,0.114291,0.614102,1.65789,0.50531,0.647381,0.304199,0.14317
"998",0.415439,1.01703,1.16829,0.120804,0.627382,1.68022,0.539814,0.645411,0.307846,0.137449
"999",0.294078,0.803749,1.20924,0.217895,0.919192,1.57131,0.38819,0.617808,0.478342,0.132825
"1000",0.12536,0.714699,1.35949,0.197538,0.966072,1.52138,0.395056,0.607782,0.419161,0.128299
